质点运动学	 example	196	(untitled)	一个质点从圆周上的某点出发，沿半圆运动到对径点。若圆半径为 \(R\)，则它的路程是 \( R\)，而位移的大小是 \(2R\)。
静电场中的物质与电容	 example	8256	同轴导体间充满电介质时的 \(E,D,P,\sigma'\)	半径为 \(R_1\) 的长直圆柱导体与半径为 \(R_2\) 的同轴薄导体圆筒之间充满相对介电常数为 \(_r\) 的均匀电介质。设内外导体单位长度上的自由电荷分别为 \(+\) 与 \(-\)。求：
静电场中的物质与电容	 example	8300	球形孤立导体的电容	半径为 \(R\) 的孤立导体球，求其电容。
静电场中的物质与电容	 example	8320	两根平行长直导线的单位长度电容	两根半径同为 \(R\)、中心距为 \(d\)（且 \(d R\)）的平行长直导线，单位长度上分别带 \(+\) 和 \(-\) 电荷。求该结构的单位长度电容。
静电场中的物质与电容	 example	8345	沿场方向分层的平行板电容器	一平行板电容器两板间填有两层厚度分别为 \(d_1,d_2\) 的介质，相对介电常数分别为 \(_r1,_r2\)，极板面积为 \(S\)。求电容。
静电场中的物质与电容	 example	8373	并排充入两种介质的平行板电容器	一平行板电容器中并排充入两种介质，每种介质各占一半面积，板距均为 \(d\)，相对介电常数分别为 \(_r1,_r2\)，总面积为 \(S\)。求电容。
静电场中的物质与电容	 example	8394	均匀带电实心球的静电场能	真空中一半径为 \(R\)、总电荷为 \(Q\) 的均匀带电实心球，求其静电场能。
静电场中的物质与电容	 example	8424	球形电容器的场能	球形电容器内、外半径分别为 \(R_1,R_2\)，两极板带 \( Q\) 电荷，间隙中充满介电常数为 \(\) 的均匀介质。求其储存的电场能量。
静电场中的物质与电容	 example	8454	电容器接着电源时拉大板距的外力做功	一空气平行板电容器电容为 \(C\)，与电压为 \(U\) 的电源保持连接。若把极板间距增大到原来的 \(n\) 倍，求外力所做的功。
静电场中的物质与电容	 selfcheck	8521	为什么导体表面电场只能沿法向？为什么电介质会削弱原外场？为什么同一个平行板电容器接着电源和断开电源时，插入电介质后的结论不一样？为什么说电容器储存的其实是场能而不是“电荷本身的堆积”？	
稳恒电流与静磁场基础	 example	8747	径向导电圆筒的总电流	一金属圆筒内、外半径分别为 \(R_1\) 与 \(R_2\)，长度为 \(l\)，电阻率为 \(\)。若筒内缘电势高于筒外缘，二者电势差为 \(U\)，求圆筒中沿半径方向的稳恒电流 \(I\)。
稳恒电流与静磁场基础	 example	8779	无限长均匀载流圆柱体的磁场分布	半径为 \(R\) 的无限长圆柱导体中均匀通有总电流 \(I\)。求距轴线 \(r\) 处的磁感应强度 \(B(r)\)。
稳恒电流与静磁场基础	 example	8822	电流元在不同方位点产生的磁场方向与大小	把一个电流元 \(I\,dl\) 看成位于圆心，考察同一圆周上不同方位点的磁场微元 \(dB\)。哪些点 \(dB=0\)？哪些点最大？
稳恒电流与静磁场基础	 example	8852	有限长直导线的磁场	一段有限长直导线中通电流 \(I\)。设场点 \(P\) 到导线的垂直距离为 \(d\)，导线两端相对垂线张角分别为 \(_1,_2\)。求 \(P\) 点磁感应强度。
稳恒电流与静磁场基础	 example	8878	圆形电流环轴线上的磁场	半径为 \(R\)、电流为 \(I\) 的圆形电流环，求其轴线上距圆心 \(x\) 处的磁感应强度。
稳恒电流与静磁场基础	 example	8908	有限长螺线管轴线上的磁场	一长为 \(l\)、半径为 \(R\)、总匝数为 \(N\) 的密绕螺线管通电流 \(I\)。求其轴线上任一点磁感应强度。
稳恒电流与静磁场基础	 example	8930	旋转带电圆盘中心的磁场	半径为 \(R\)、面电荷密度为 \(\) 的带电薄圆盘，以角速度 \(\) 绕盘轴匀速转动。求圆盘中心的磁感应强度。
稳恒电流与静磁场基础	 example	8962	长直导线穿过矩形面积的磁通量	一根无限长直导线中通有电流 \(I\)。在其旁边放置一长为 \(l\) 的矩形面，矩形的近边和远边距导线分别为 \(d_1,d_2\)。求通过该矩形面的磁通量。
稳恒电流与静磁场基础	 example	8993	无限长载流圆柱面的磁场	半径为 \(R\) 的无限长薄圆柱面上均匀分布总电流 \(I\)。求内外磁场分布。
稳恒电流与静磁场基础	 example	9025	长直密绕螺线管的磁场	单位长度匝数为 \(n\) 的长直密绕螺线管通有电流 \(I\)。求其内外磁场。
稳恒电流与静磁场基础	 example	9043	环形螺线管中的磁场	环形螺线管共有 \(N\) 匝，通电流 \(I\)。求距环心轴距离为 \(r\) 处的磁感应强度。
稳恒电流与静磁场基础	 example	9061	无限大均匀平面电流的磁场	无限大平面上均匀分布面电流，其面电流密度大小为 \(i\)。求平面两侧磁场。
稳恒电流与静磁场基础	 selfcheck	9103	为什么稳恒电流不等于电子静止？什么时候该优先用毕奥-萨伐尔定律，什么时候该优先用安培环路定理？为什么磁场高斯定理为零不意味着“没有磁场”？	
磁场力与载流导体/线圈	 example	9367	任意平面载流导线在匀强磁场中的总受力	在 \(xy\) 平面内，一段任意形状的平滑导线从 \(O(0,0)\) 延伸到 \(P(L,0)\)，导线中通有电流 \(I\)。空间存在垂直纸面向里的匀强磁场 \(B=-Bk\)。求整段导线所受总磁场力。
磁场力与载流导体/线圈	 example	9408	圆形线圈在匀强磁场中的力矩与做功	半径为 \(R\) 的单匝圆形线圈中通有电流 \(I\)。将它放入匀强磁场中，且初始时磁场方向与线圈平面平行。求：
磁场力与载流导体/线圈	 example	9449	长直载流导线在匀强磁场中的受力	一段长为 \(L\) 的直导线中通有电流 \(I\)，置于匀强磁场 \(B\) 中。若导线方向与磁场夹角为 \(\)，求导线所受安培力。
磁场力与载流导体/线圈	 example	9470	有限长直导线受无限长直导线的磁场力	一根无限长直导线中通有电流 \(I_1\)。与它共面地放置一根长为 \(L\) 的直导线，电流为 \(I_2\)。设该导线近端到长直导线的距离为 \(r\)，并与过近端的垂线夹角为 \(\)。求这根有限导线所受磁场力大小。
磁场力与载流导体/线圈	 example	9504	半圆形载流导线在匀强磁场中的受力	半径为 \(R\) 的半圆形导线位于纸面内，电流沿圆弧从左端流向右端，空间有垂直纸面向里的匀强磁场 \(B\)。求该半圆弧所受总安培力。
磁场力与载流导体/线圈	 example	9522	圆形线圈在指定坐标系中的磁力矩方向	一半径为 \(R\) 的可转动圆形线圈中通有电流 \(I\)，线圈法向沿 \(+z\) 方向，匀强磁场 \(B=Bi\)。求线圈所受磁力矩。
磁场力与载流导体/线圈	 example	9544	圆电流与共面长直导线间的安培力	一根无限长直导线与半径为 \(R\)、电流为 \(I\) 的圆电流共面放置，并沿圆的一条直径方向通过。长直导线电流为 \(I_0\)。求：
磁场力与载流导体/线圈	 selfcheck	9598	为什么匀强磁场能让粒子做圆周或螺旋运动，却不直接改动能？为什么回旋加速器里真正负责增加动能的是电场而不是磁场？为什么霍耳电压的符号能判断载流子类型？遇到电子在磁场中偏转的题，为什么一定要先画方向图？	
磁介质	 example	9730	\(H\) 与 \(B\) 的分段分工	一半径为 \(R_1\) 的无限长圆柱导线外包一层外半径为 \(R_2\)、相对磁导率为 \(_r\) 的均匀磁介质圆筒。导线中通有电流 \(I\)，且电流在导线截面上均匀分布。求各区域中的磁场强度 \(H(r)\) 与磁感应强度 \(B(r)\)。
磁介质	 example	9790	充满磁介质的长直螺线管	一长直密绕螺线管内充满相对磁导率为 \(_r\) 的均匀磁介质，单位长度匝数为 \(n\)，通有电流 \(I\)。求管内磁感应强度。
磁介质	 example	9814	两同轴反向电流圆筒间的磁场	有两个半径分别为 \(R_1,R_2\) 的无限长同轴圆筒形导体，之间充满相对磁导率为 \(_r\) 的均匀磁介质。两圆筒中通有大小相等、方向相反的电流 \(I\)。求各区域磁感应强度。
磁介质	 selfcheck	9891	为什么介质题里要把 \(\vb*{B}\)、\(\vb*{H}\)、\(\vb*{M}\) 分开？为什么铁磁质不能简单看成“\(\mu\) 很大的线性介质”？为什么介质中的安培环路定理更适合写成关于 \(\vb*{H}\) 的形式？	
电磁感应	 example	9982	(untitled)	设半径为 \(R\) 的长螺线管内部磁场 \(B(t)\) 近似均匀，管外磁场近似忽略。若取与轴同心、半径为 \(r\) 的圆形回路，则感生电场沿环向分布，并满足
电磁感应	 example	10053	滑动导杆的感应电动势	矩形闭合导体回路的一边 \(ab\) 长为 \(l\)，可在导轨上无摩擦滑动。整个回路处在垂直于回路平面、大小为 \(B\) 的匀强磁场中。若导杆 \(ab\) 以恒定速度 \(v\) 向右滑动，求回路中的感应电动势。
电磁感应	 example	10078	时变长直电流在线圈中激发的感应电动势	一根无限长直导线中通有电流 \[ i(t)=I_0 t. \] 导线旁有一个与之共面的矩形线圈，线圈靠近导线的一边距导线为 \(r\)，沿径向宽度为 \(l_1\)，沿导线方向长度为 \(l_2\)。求线圈中的感应电动势。
电磁感应	 example	10118	运动矩形线框在长直电流磁场中的感应电动势	一矩形导体线框与一根无限长直导线共面。线框沿垂直于长直导线的方向平移，靠近导线一边到导线的距离为 \(l\)，线框宽为 \(a\)、高为 \(b\)，平移速度为 \(v\)。长直导线中电流恒为 \(I\)。求线框中的感应电动势。
电磁感应	 example	10147	转动导体棒两端的动生电动势	一根长为 \(L\) 的导体棒在垂直于磁场 \(B\) 的平面内绕一端以角速度 \(\) 匀速转动。求棒两端之间的动生电动势大小。
电磁感应	 example	10174	长直导线旁移动金属棒的动生电动势	一根长直导线中通恒定电流 \(I\)。一根长度为 \(l\) 的金属棒与导线垂直、并与导线共面，近端到导线距离为 \(a\)。若金属棒以速度 \(v\) 平行于长直导线匀速运动，求棒两端的动生电动势。
电磁感应	 example	10203	磁场中的导体棒为何会指数减速	一根长为 \(l\)、质量为 \(m\) 的导体棒在匀强磁场 \(B\) 中沿导轨运动，并与总电阻为 \(R\) 的回路相连。若初速度为 \(v_0\)，求它的速度随时间的变化规律。
电磁感应	 example	10237	折线导线的动生电动势为何等于两端弦线	一根形状任意的刚性导线 \(abc\) 在匀强磁场中整体平移。说明其动生电动势为什么只取决于端点，等于连接两端的直导线 \(ac\) 的动生电动势。
电磁感应	 example	10261	长直螺线管的自感系数	一长为 \(l\)、截面积为 \(S\)、总匝数为 \(N\) 的长直密绕螺线管，内部充满磁导率为 \(\) 的均匀介质。求其自感系数。
电磁感应	 example	10291	同轴圆筒导体回路的自感系数	两根无限长同轴圆筒导体半径分别为 \(R_1,R_2\)，中间充满磁导率为 \(\) 的均匀介质，电流大小相等、方向相反。求长度为 \(l\) 的这一段结构的自感系数。
电磁感应	 example	10318	长直导线与矩形线圈的互感	在磁导率为 \(\) 的均匀介质中，一根无限长直导线与一个宽为 \(b\)、长为 \(l\) 的矩形线圈共面，线圈近边距直导线为 \(d\)。求二者互感系数。
电磁感应	 example	10342	共轴长直螺线管的互感	两个共轴长直螺线管长度同为 \(l\)，半径满足 \(R_1>R_2\)，总匝数分别为 \(N_1,N_2\)。求二者互感系数。
电磁感应	 example	10377	同轴电缆中的磁场能量	一根长为 \(l\) 的同轴电缆由半径 \(R_1,R_2\) 的两同心圆筒导体组成，电流 \(I\) 由内层流出、外层流回，形成闭合回路。求该段电缆中的磁场能量。
电磁感应	 selfcheck	10440	为什么楞次定律强调的是“反抗磁通变化”而不是简单“反向”？为什么动生电动势能追到洛伦兹力，而感生电动势必须引入有旋电场？为什么说电感中的磁场能量和电容中的电场能量在结构上是平行的？	
麦克斯韦方程组与电磁波初步	 example	10742	充电平行板电容器中的位移电流与环向磁场	一圆形平行板电容器极板半径为 \(R\)。充电过程中极板所带电量满足 \[ Q(t)=Q_0 t. \] 设极板间电场近似均匀，求：
麦克斯韦方程组与电磁波初步	 example	10811	已知 \(\partial E/\partial t\) 时电容器中的位移电流与磁场	一平行板电容器的圆形极板半径为 \(R=0.10\,m\)，充电过程中板间电场变化率恒为 \[ Et=10^13\,V\,m^-1\,s^-1. \] 忽略边缘效应，求：
麦克斯韦方程组与电磁波初步	 example	10869	电流随时间变化的螺线管内的感生电场与坡印廷矢量	一长直螺线管单位长度匝数为 \(n\)，半径为 \(R\)，内部介质磁导率为 \(\)。导线中通电流 \(i(t)\)，且 \(it>0\)。求螺线管内距轴线 \(r\) 处：
麦克斯韦方程组与电磁波初步	 selfcheck	10955	为什么充电电容器暴露了原安培定律的不完整？位移电流到底“像电流”像在什么地方？为什么不同波段本质上仍是同一种波？为什么电磁波的出现不是额外假设，而是麦克斯韦方程组的自然推论？	
狭义相对论	 example	11180	质子在 \(0.80c\) 时的静能、总能量、动能与动量	已知质子的静质量为 \(m_0=1.673 10^-27\,kg\)，若它以 \(v=0.80c\) 运动，求其静能 \(E_0\)、总能量 \(E\)、动能 \(K\) 与动量 \(p\)。
狭义相对论	 example	11228	另一参考系中两事件为何会同时发生	在参考系 \(S\) 中，两个事件的坐标分别为 \[ (x_1,t_1)=(6 10^4\,m,\,2 10^-4\,s), (x_2,t_2)=(12 10^4\,m,\,1 10^-4\,s).
狭义相对论	 example	11275	相向 \(0.9c\) 飞船的相对速度	在地面看来，两艘飞船分别以 \(0.9c\) 的速度沿相反方向飞行。求其中一艘飞船观察到另一艘飞船的速度。
狭义相对论	 example	11301	停电事件的先后顺序在飞船上怎样变化	甲、乙两地相距 \(1.2 10^9\,m\)。地面参考系中，甲地在 9:00:00 停电，乙地在 9:00:03 停电。若一艘飞船以 \(0.8c\) 从甲飞向乙，求飞船上测得的时间间隔，并判断哪一地先停电。
狭义相对论	 example	11335	列车枪战中的先后顺序	一列高速列车以 \(v=0.6c\) 行驶。车上 A、B 两人相距 \(10\,m\)，B 在前，A 在后。站台观察者看到 A 先向 B 开枪，经过 \(12.5\,ns\) 后，B 才向 A 开枪。若你在列车上，看到的先后顺序是什么？
狭义相对论	 example	11366	为何 \(\mu\) 子能穿透大气层	静止系中 \(\) 子平均寿命为 \(_0=2.2 10^-6\,s\)，其速度为 \(0.9966c\)。说明它为什么有可能穿过约 \(6000\,m\) 厚的大气层到达地面。
狭义相对论	 example	11401	火箭在地面参考系中的长度	某光子火箭相对地球以 \(0.95c\) 飞行。若火箭自身参考系测得其长度为 \(15\,m\)，求地面参考系测得的长度。
狭义相对论	 example	11427	\(\mu\) 子自己眼中的大气层有多厚	仍以上题 \(\) 子为例。若站在 \(\) 子自己的参考系中，大气层厚度是多少？并说明为什么它看来也能到达地面。
狭义相对论	 example	11449	斜伸天线在地面上看起来会变多长、变多斜	飞船上一根本征长度 \(l_0=1\,m\) 的天线与飞船前进方向成 \(45^\) 伸出。飞船相对地面速度为 \(32c\)。求地面观察者测得的天线长度与倾角。
狭义相对论	 example	11493	低速修正量级与静能量级	估计以下两个量级：
狭义相对论	 example	11525	两个相向粒子粘在一起后的静质量	在参考系 \(S\) 中，两个静质量均为 \(m_0\) 的粒子分别以 \(+v\) 和 \(-v\) 迎面运动，碰后粘在一起成为一个粒子。求该新粒子的静质量 \(M_0\)。
狭义相对论	 example	11550	氘氚聚变释放的能量	在聚变反应 \[ ^2_1H+^3_1H ^4_2He+^1_0n \] 中，已知 \[ m_D=3.3437 10^-27\,kg, m_T=5.0449 10^-27\,kg,
狭义相对论	 selfcheck	11617	为什么光速不变会逼着我们放弃绝对同时性？为什么时间延缓和长度收缩都不是“物体自己觉得自己变了”？为什么相对论速度变换天然保证任何观察者都测不到超光速？	
早期量子论	 example	11827	450\,nm 单色光照射纯钠时会发生什么	已知纯钠的逸出功为 \(A=2.28\,eV\)。现用波长为 \(450\,nm\) 的单色光照射它，求：
早期量子论	 example	11877	12.6\,eV 电子轰击基态氢原子时会出现哪些谱线	一电子具有 \(12.6\,eV\) 的动能，与处于基态的氢原子碰撞。问氢原子最多可被激发到哪些能级？随后可能发射出哪些谱线？
早期量子论	 example	11938	黑体温度升高时峰值波长向哪边移动	随着温度升高，黑体辐射曲线的峰值波长会向长波方向移动还是向短波方向移动？
早期量子论	 example	11950	由太阳峰值波长估算表面温度	已知太阳单色辐出度峰值波长约为 \(510\,nm\)。把太阳近似看成黑体，估算其表面温度。
早期量子论	 example	11968	宏观弹簧振子的量子数为何巨大	质量 \(m=0.30\,kg\) 的弹簧振子，振幅 \(A=0.10\,m\)，劲度系数 \(k=3.0\,N/m\)。若按普朗克量子化假设处理，求该振子的量子数 \(n\)，以及当量子数变化 1 时，能量相对变化百分比。
早期量子论	 example	12010	发生光电效应时波长必须满足什么条件	某金属的逸出电势为 \(U_0\)，即逸出功 \(A=eU_0\)。若单色光照射该金属能发生光电效应，入射光波长应满足什么条件？
早期量子论	 example	12028	由红限求逸出功、遏止电压与电子初速度	钾的光电效应红限为 \(_0=6.2 10^-7\,m\)。求：
早期量子论	 example	12076	光电效应与康普顿效应的本质区别	为什么说光电效应和康普顿效应都涉及光子与电子相互作用，但它们的物理本质并不相同？
早期量子论	 example	12088	康普顿散射到 \(90^\circ\) 时的波长与反冲电子	波长为 \(_0=0.020\,nm\) 的 X 射线与自由电子碰撞。若在与入射方向成 \(90^\) 的方向观察散射线，求：
早期量子论	 example	12133	已知反冲电子速度时反推康普顿散射	在康普顿效应中，入射光波长为 \(3.0 10^-3\,nm\)，反冲电子速度为 \(0.60c\)。求散射光波长与散射角。
早期量子论	 example	12168	玻尔模型中 \(n=4\) 与基态的动能比	根据玻尔模型，氢原子中电子在 \(n=4\) 轨道上的动能与基态轨道上的动能之比是多少？
早期量子论	 selfcheck	12230	为什么黑体辐射会逼出“能量量子化”而不是别的补丁？为什么光电效应里真正决定电子最大初动能的是频率不是光强？为什么康普顿效应特别能说明光子具有动量？为什么波尔模型成功却又注定不是终点？	
量子力学基础	 example	12600	电子经电压加速后的德布罗意波长	一电子由静止出发，经电压 \(U=150V\) 加速。若可采用非相对论近似，求其德布罗意波长。
量子力学基础	 example	12634	一维无限深势阱中 \(0\) 到 \(a/4\) 区间的概率	粒子被限制在 \(0<x<a\) 的一维无限深势阱中。若它处于基态 \(n=1\)，求它在区间 \(0 x a/4\) 内被发现的概率。
量子力学基础	 example	12678	子弹的德布罗意波长有多短	一颗子弹质量 \(m=0.050\,kg\)，速度 \(v=500\,m/s\)。求它的德布罗意波长。
量子力学基础	 example	12696	子弹动量很精确时位置仍会有多大不确定	一颗质量 \(10\,g\) 的子弹以 \(200\,m/s\) 飞行。若其动量不确定度只有动量的 \(0.01\%\)，求位置不确定度下限。
量子力学基础	 example	12726	电子在同样相对精度下的位置不确定度	一电子以 \(200\,m/s\) 运动。若其动量不确定度同样只有动量的 \(0.01\%\)，求位置不确定度下限。
量子力学基础	 example	12753	由谱线宽度估算光子波列长度	氦氖激光波长为 \(=6328\,\)，谱线宽度 \(=10^-8\,\)。估算这种光子沿传播方向的位置不确定度，也就是波列长度数量级。
量子力学基础	 example	12788	无限深势阱基态的归一化与半阱概率	粒子被限制在 \(0 x a\) 的一维无限深势阱中。已知波函数 \[ (x)=A xa. \] 求：
量子力学基础	 example	12831	无限深势阱基态概率密度最大在哪	在一维无限深势阱 \(0<x<a\) 中，粒子处于基态 \(n=1\)。求概率密度最大的点。
量子力学基础	 example	12857	氢原子 \(l=3\) 态的角动量、投影与夹角	设氢原子处于轨道量子数 \(l=3\) 的状态。求：
量子力学基础	 example	12903	为什么先填 \(4s\) 再填 \(3d\)	说明多电子原子中电子为什么通常先占据 \(4s\) 态，再占据 \(3d\) 态。
量子力学基础	 selfcheck	12950	为什么无限深势阱中的能级必然离散？为什么基态能量不能取零？为什么量子题里必须认真检查波函数的单值、有限和连续性？为什么 \(E<U_b\) 时粒子仍可能出现在势垒另一侧？为什么 \(l=0\) 的原子束仍会在斯特恩-盖拉赫实验里分裂成两束？	
大学物理二总复习	 selfcheck	13121	若题目同时出现电流、磁通和感应电流，你会先追哪条因果链？若题目涉及相对运动，你会先标哪一个参考系的本征量？若题目给了势场和边界条件，你能否立刻写出相应的量子力学起手方程？	
